/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_20_14_34_35_628.jpg,/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_20_14_34_35_628.jpg,/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_20_14_34_35_628.jpg,0,1,0,30.19044
/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_20_14_34_35_697.jpg,/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_20_14_34_35_697.jpg,/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_20_14_34_35_697.jpg,0,1,0,30.19028
/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_20_14_34_35_765.jpg,/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_20_14_34_35_765.jpg,/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_20_14_34_35_765.jpg,0,1,0,30.1903
/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_20_14_34_35_832.jpg,/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_20_14_34_35_832.jpg,/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_20_14_34_35_832.jpg,0,1,0,30.19036
/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_20_14_34_35_901.jpg,/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_20_14_34_35_901.jpg,/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_20_14_34_35_901.jpg,-0.05,1,0,30.18976
/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_20_14_34_35_971.jpg,/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_20_14_34_35_971.jpg,/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_20_14_34_35_971.jpg,-0.25,1,0,30.17481
/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_20_14_34_36_038.jpg,/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_20_14_34_36_038.jpg,/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_20_14_34_36_038.jpg,-0.1395988,1,0,30.18913
/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_20_14_34_36_109.jpg,/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_20_14_34_36_109.jpg,/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_20_14_34_36_109.jpg,0,1,0,30.18937
/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_20_14_34_36_177.jpg,/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_20_14_34_36_177.jpg,/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_20_14_34_36_177.jpg,0,1,0,30.19002
/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/center_2017_04_20_14_34_36_249.jpg,/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/left_2017_04_20_14_34_36_249.jpg,/Users/toppykung/Desktop/CarND-Behavioral-Cloning-P3/data/IMG/right_2017_04_20_14_34_36_249.jpg,0,1,0,30.19025
